Date,X3.Mo,X10.Yr
11/25/1988,8.31,9.17
11/28/1988,8.27,9.16
11/29/1988,8.27,9.13
11/30/1988,8.1,9.06
12/1/1988,8.12,9.01
12/2/1988,8.34,9.18
12/5/1988,8.3,9.13
12/6/1988,8.23,8.95
12/7/1988,8.27,9
12/8/1988,8.26,9.02
12/9/1988,8.14,9.07
12/12/1988,8.19,9.08
12/13/1988,8.38,9.15
12/14/1988,8.41,9.19
12/15/1988,8.48,9.19
12/16/1988,8.44,9.17
12/19/1988,8.48,9.15
12/20/1988,8.47,9.08
12/21/1988,8.38,9.07
12/22/1988,8.33,9.07
12/23/1988,8.32,9.05
12/26/1988,.,.
12/27/1988,8.45,9.13
12/28/1988,8.55,9.21
12/29/1988,8.41,9.18
12/30/1988,8.37,9.14
1/2/1989,.,.
1/3/1989,8.43,9.23
1/4/1989,8.54,9.22
1/5/1989,8.56,9.27
1/6/1989,8.58,9.25
1/9/1989,8.58,9.23
1/10/1989,8.6,9.24
1/11/1989,8.53,9.24
1/12/1989,8.55,9.14
1/13/1989,8.49,9.06
1/16/1989,.,.
1/17/1989,8.54,9.06
1/18/1989,8.55,8.99
1/19/1989,8.52,9
1/20/1989,8.52,9.03
1/23/1989,8.56,9
1/24/1989,8.5,8.93
1/25/1989,8.59,8.99
1/26/1989,8.64,8.99
1/27/1989,8.62,8.95
1/30/1989,8.58,9
1/31/1989,8.69,9.01
2/1/1989,8.67,8.99
2/2/1989,8.68,8.98
2/3/1989,8.78,9.01
2/6/1989,8.83,9.01
2/7/1989,8.84,8.96
2/8/1989,8.84,8.95
2/9/1989,8.78,9.13
2/10/1989,8.85,9.19
2/13/1989,8.86,9.2
2/14/1989,8.87,9.23
2/15/1989,8.8,9.22
2/16/1989,8.81,9.21
2/17/1989,8.78,9.2
2/20/1989,.,.
2/21/1989,8.77,9.22
2/22/1989,8.84,9.29
2/23/1989,8.92,9.36
2/24/1989,8.96,9.38
2/27/1989,8.99,9.36
2/28/1989,9.03,9.32
3/1/1989,8.98,9.36
3/2/1989,8.98,9.31
3/3/1989,8.94,9.31
3/6/1989,8.89,9.26
3/7/1989,8.93,9.26
3/8/1989,8.92,9.23
3/9/1989,8.98,9.24
3/10/1989,9.06,9.34
3/13/1989,9.09,9.35
3/14/1989,9.02,9.32
3/15/1989,8.99,9.31
3/16/1989,9.02,9.3
3/17/1989,9.18,9.49
3/20/1989,9.33,9.53
3/21/1989,9.43,9.53
3/22/1989,9.35,9.45
3/23/1989,9.37,9.43
3/24/1989,.,.
3/27/1989,9.45,9.44
3/28/1989,9.41,9.41
3/29/1989,9.29,9.36
3/30/1989,9.29,9.34
3/31/1989,9.23,9.3
4/3/1989,9.15,9.21
4/4/1989,9.14,9.17
4/5/1989,9.15,9.17
4/6/1989,9.17,9.2
4/7/1989,9.12,9.27
4/10/1989,9.05,9.27
4/11/1989,9,9.27
4/12/1989,8.98,9.29
4/13/1989,9.09,9.34
4/14/1989,8.92,9.18
4/17/1989,8.93,9.2
4/18/1989,8.73,9.06
4/19/1989,8.73,9.08
4/20/1989,8.95,9.2
4/21/1989,8.95,9.15
4/24/1989,8.99,9.15
4/25/1989,8.94,9.12
4/26/1989,8.84,9.11
4/27/1989,8.71,9.05
4/28/1989,8.71,9.02
5/1/1989,8.94,9.14
5/2/1989,8.89,9.08
5/3/1989,8.84,9.06
5/4/1989,8.84,9.06
5/5/1989,8.73,8.99
5/8/1989,8.8,9.04
5/9/1989,8.81,9.15
5/10/1989,8.83,9.16
5/11/1989,8.72,9.1
5/12/1989,8.5,8.81
5/15/1989,8.54,8.82
5/16/1989,8.52,8.82
5/17/1989,8.57,8.8
5/18/1989,8.68,8.78
5/19/1989,8.65,8.71
5/22/1989,8.62,8.58
5/23/1989,8.57,8.6
5/24/1989,8.67,8.63
5/25/1989,8.85,8.67
5/26/1989,8.82,8.66
5/29/1989,.,.
5/30/1989,8.88,8.64
5/31/1989,8.92,8.6
6/1/1989,8.92,8.61
6/2/1989,8.65,8.43
6/5/1989,8.54,8.36
6/6/1989,8.45,8.36
6/7/1989,8.43,8.27
6/8/1989,8.4,8.27
6/9/1989,8.5,8.15
6/12/1989,8.46,8.16
6/13/1989,8.45,8.25
6/14/1989,8.41,8.2
6/15/1989,8.37,8.33
6/16/1989,8.42,8.35
6/19/1989,8.42,8.37
6/20/1989,8.44,8.31
6/21/1989,8.42,8.37
6/22/1989,8.44,8.38
6/23/1989,8.33,8.25
6/26/1989,8.38,8.18
6/27/1989,8.33,8.11
6/28/1989,8.32,8.17
6/29/1989,8.22,8.12
6/30/1989,8.26,8.1
7/3/1989,8.23,8.09
7/4/1989,.,.
7/5/1989,8.05,8.11
7/6/1989,8.03,8.08
7/7/1989,7.98,8.02
7/10/1989,8,7.99
7/11/1989,8.03,8
7/12/1989,7.99,8
7/13/1989,8.03,8
7/14/1989,8.1,8.04
7/17/1989,8.18,8.05
7/18/1989,8.18,8.13
7/19/1989,8.2,8.09
7/20/1989,8.24,8.01
7/21/1989,8.39,8.07
7/24/1989,8.37,8.05
7/25/1989,8.31,8.01
7/26/1989,8.3,8.02
7/27/1989,8.17,7.92
7/28/1989,8.12,7.87
7/31/1989,8.04,7.82
8/1/1989,7.89,7.74
8/2/1989,7.89,7.76
8/3/1989,7.9,7.8
8/4/1989,8.13,8
8/7/1989,8.21,8.03
8/8/1989,8.22,8
8/9/1989,8.18,8.05
8/10/1989,8.13,8.02
8/11/1989,8.22,8.09
8/14/1989,8.32,8.24
8/15/1989,8.31,8.21
8/16/1989,8.22,8.12
8/17/1989,8.15,8.18
8/18/1989,8.13,8.15
8/21/1989,8.2,8.2
8/22/1989,8.33,8.29
8/23/1989,8.28,8.25
8/24/1989,8.24,8.2
8/25/1989,8.23,8.21
8/28/1989,8.26,8.27
8/29/1989,8.17,8.27
8/30/1989,8.14,8.25
8/31/1989,8.16,8.26
9/1/1989,8.12,8.19
9/4/1989,.,.
9/5/1989,8.15,8.19
9/6/1989,8.09,8.17
9/7/1989,8.07,8.17
9/8/1989,8.04,8.14
9/11/1989,7.95,8.13
9/12/1989,7.88,8.13
9/13/1989,7.85,8.18
9/14/1989,7.83,8.13
9/15/1989,7.78,8.09
9/18/1989,7.87,8.1
9/19/1989,7.92,8.09
9/20/1989,8.08,8.15
9/21/1989,8.1,8.2
9/22/1989,8.02,8.22
9/25/1989,8.09,8.32
9/26/1989,8.03,8.3
9/27/1989,8.1,8.3
9/28/1989,8.14,8.3
9/29/1989,8.18,8.31
10/2/1989,8.17,8.28
10/3/1989,8.05,8.23
10/4/1989,8.05,8.22
10/5/1989,8.03,8.15
10/6/1989,7.83,8.03
10/9/1989,.,.
10/10/1989,7.89,8.03
10/11/1989,7.96,8.07
10/12/1989,7.96,8.04
10/13/1989,7.87,7.87
10/16/1989,7.7,7.98
10/17/1989,7.68,8
10/18/1989,7.75,8.01
10/19/1989,7.83,7.96
10/20/1989,7.8,7.98
10/23/1989,7.83,7.92
10/24/1989,7.75,7.87
10/25/1989,7.81,7.86
10/26/1989,7.86,7.88
10/27/1989,8.02,7.94
10/30/1989,8.01,7.92
10/31/1989,8.04,7.92
11/1/1989,8.05,7.91
11/2/1989,7.99,7.87
11/3/1989,8.1,7.96
11/6/1989,8.13,8
11/7/1989,8,7.9
11/8/1989,7.94,7.87
11/9/1989,7.96,7.9
11/10/1989,7.97,7.92
11/13/1989,7.95,7.89
11/14/1989,7.92,7.87
11/15/1989,7.9,7.82
11/16/1989,7.92,7.82
11/17/1989,7.93,7.88
11/20/1989,7.93,7.86
11/21/1989,7.89,7.85
11/22/1989,7.84,7.81
11/23/1989,.,.
11/24/1989,7.76,7.8
11/27/1989,7.91,7.85
11/28/1989,7.97,7.86
11/29/1989,7.92,7.88
11/30/1989,7.84,7.84
12/1/1989,7.78,7.81
12/4/1989,7.79,7.82
12/5/1989,7.81,7.82
12/6/1989,7.9,7.85
12/7/1989,7.95,7.88
12/8/1989,7.86,7.82
12/11/1989,7.88,7.83
12/12/1989,7.92,7.84
12/13/1989,7.95,7.82
12/14/1989,7.88,7.79
12/15/1989,7.87,7.8
12/18/1989,7.85,7.77
12/19/1989,7.93,7.78
12/20/1989,7.82,7.77
12/21/1989,7.81,7.77
12/22/1989,7.84,7.82
12/25/1989,.,.
12/26/1989,8.02,7.95
12/27/1989,7.99,7.94
12/28/1989,7.94,7.91
12/29/1989,7.8,7.93
